Entity;Type;tvb:type;Superclass(es);tvb:mathematical_notation;is_CVAR_of;is_argument_of;is_VOI_of;surrogate;has_state_variable;is_derivative_of;has_argument;equals;depends_on;is_boolean_of;has_function;is_coefficient_of;regional_surrogate;is_parameter_of;is_state_variable_of;surrogate_of;has_derivative;has_parameter;contains;is_function_of;owl:topObjectProperty;is_a;has_range;has_default;identifier;publicMeSHNote;dc:description;tvb:sourcecode;tvb:dynamicalConfiguration;tvb:fullName;tvb:category;tvb:GO_ID;tvb:tuto;tvb:expression;tvb:wiki;tvb:acronym;tvb:unit;tvb:documentation;tvb:references;tvb:equation;tvb:dynamicsExploration;tvb:functionType;tvb:shortName;tvb:synonym;rdfs:label;skos:definition;
positive regulation of synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;E/I Balance;;;;;;;;;;;;;;;;GO:0050806;;;;;;;;;;;;;positive regulation of synaptic transmission;;
positive regulation of synaptic vesicle exocytosis;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:2000302;;;;;;;;;;;;;positive regulation of synaptic vesicle exocytosis;;
positive regulation of transmission of nerve impulse;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051971;;;;;;;;;;;;;positive regulation of transmission of nerve impulse;;
postsynaptic modulation of chemical synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099170;;;;;;;;;;;;;postsynaptic modulation of chemical synaptic transmission;;
postsynaptic neurotransmitter receptor internalization;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098884;;;;;;;;;;;;;postsynaptic neurotransmitter receptor internalization;;
presynaptic modulation of chemical synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099171;;;;;;;;;;;;;presynaptic modulation of chemical synaptic transmission;;
regulation of acetylcholine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0014056;;;;;;;;;;;;;regulation of acetylcholine secretion, neurotransmission;;
regulation of acetylcholine-gated cation channel activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903048;;;;;;;;;;;;;regulation of acetylcholine-gated cation channel activity;;
regulation of calcium ion-dependent exocytosis of neurotransmitter;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903233;;;;;;;;;;;;;regulation of calcium ion-dependent exocytosis of neurotransmitter;;
regulation of glutamate secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903294;;;;;;;;;;;;;regulation of glutamate secretion, neurotransmission;;
regulation of glycine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904624;;;;;;;;;;;;;regulation of glycine secretion, neurotransmission;;
regulation of long-term neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048169;;;;;;;;;;;;;regulation of long-term neuronal synaptic plasticity;;
regulation of long-term synaptic depression;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1900452;;;;;;;;;;;;;regulation of long-term synaptic depression;;
regulation of mini excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061884;;;;;;;;;;;;;regulation of mini excitatory postsynaptic potential;;
regulation of modification of synapse structure, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098987;;;;;;;;;;;;;regulation of modification of synapse structure, modulating synaptic transmission;;
regulation of neuronal synaptic plasticity in response to neurotrophin;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031637;;;;;;;;;;;;;regulation of neuronal synaptic plasticity in response to neurotrophin;;
regulation of neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048168;;;;;;;;;;;;;regulation of neuronal synaptic plasticity;;
regulation of neurotransmitter receptor localization to postsynaptic specialization membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;regulation of neurotransmitter receptor localization to postsynaptic specialization membrane;;;;;;;;;;;;;;;;GO:0098696;;;;;;;;;;;;;regulation of neurotransmitter receptor localization to postsynaptic specialization membrane;;
regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099152;;;;;;;;;;;;;regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane;;
regulation of neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0046928;;;;;;;;;;;;;regulation of neurotransmitter secretion;;
regulation of postsynaptic neurotransmitter receptor activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098962;;;;;;;;;;;;;regulation of postsynaptic neurotransmitter receptor activity;;
regulation of postsynaptic neurotransmitter receptor diffusion trapping;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150054;;;;;;;;;;;;;regulation of postsynaptic neurotransmitter receptor diffusion trapping;;
regulation of presynaptic dense core granule exocytosis;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099161;;;;;;;;;;;;;regulation of presynaptic dense core granule exocytosis;;
regulation of presynaptic membrane potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099505;;;;;;;;;;;;;regulation of presynaptic membrane potential;;
regulation of protein catabolic process at postsynapse, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099576;;;;;;;;;;;;;regulation of protein catabolic process at postsynapse, modulating synaptic transmission;;
regulation of protein catabolic process at presynapse, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099575;;;;;;;;;;;;;regulation of protein catabolic process at presynapse, modulating synaptic transmission;;
regulation of protein catabolic process at synapse, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099574;;;;;;;;;;;;;regulation of protein catabolic process at synapse, modulating synaptic transmission;;
regulation of receptor recycling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0001919;;;;;;;;;;;;;regulation of receptor recycling;;
regulation of resting membrane potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regulation of resting membrane potential;;;;;;;;;;;;;regulation of resting membrane potential;;
regulation of retrograde trans-synaptic signaling by endocanabinoid;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099178;;;;;;;;;;;;;regulation of retrograde trans-synaptic signaling by endocanabinoid;;
regulation of retrograde trans-synaptic signaling by neuropeptide;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1905432;;;;;;;;;;;;;regulation of retrograde trans-synaptic signaling by neuropeptide;;
regulation of retrograde trans-synaptic signaling by neuropeptide;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1905432;;;;;;;;;;;;;regulation of retrograde trans-synaptic signaling by neuropeptide;;
regulation of retrograde trans-synaptic signaling by trans-synaptic protein complex;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099176;;;;;;;;;;;;;regulation of retrograde trans-synaptic signaling by trans-synaptic protein complex;;
regulation of short-term neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048172;;;;;;;;;;;;;regulation of short-term neuronal synaptic plasticity;;
regulation of spontaneous neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904048;;;;;;;;;;;;;regulation of spontaneous neurotransmitter secretion;;
regulation of spontaneous synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150003;;;;;;;;;;;;;regulation of spontaneous synaptic transmission;;
regulation of substance P secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904494;;;;;;;;;;;;;regulation of substance P secretion, neurotransmission;;
regulation of synapse structure or activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0050803;;;;;;;;;;;;;regulation of synapse structure or activity;;
regulation of synaptic activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060025;;;;;;;;;;;;;regulation of synaptic activity;;
regulation of synaptic metaplasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031916;;;;;;;;;;;;;regulation of synaptic metaplasticity;;
regulation of synaptic plasticity by chemical substance;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051913;;;;;;;;;;;;;regulation of synaptic plasticity by chemical substance;;
regulation of synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048167;;;;;;;;;;;;;regulation of synaptic plasticity;;
regulation of synaptic scaling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150092;;;;;;;;;;;;;regulation of synaptic scaling;;
regulation of synaptic signaling by nitric oxide;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150045;;;;;;;;;;;;;regulation of synaptic signaling by nitric oxide;;
regulation of synaptic transmission, cholinergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032222;;;;;;;;;;;;;regulation of synaptic transmission, cholinergic;;
regulation of synaptic transmission, dopaminergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032225;;;;;;;;;;;;;regulation of synaptic transmission, dopaminergic;;
regulation of synaptic transmission, GABAergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032228;;;;;;;;;;;;;regulation of synaptic transmission, GABAergic;;
regulation of synaptic transmission, glutamatergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051966;;;;;;;;;;;;;regulation of synaptic transmission, glutamatergic;;
regulation of synaptic transmission, glycinergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060092;;;;;;;;;;;;;regulation of synaptic transmission, glycinergic;;
regulation of synaptic vesicle exocytosis;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:2000300;;;;;;;;;;;;;regulation of synaptic vesicle exocytosis;;
regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150035;;;;;;;;;;;;;regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission;;
regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150036;;;;;;;;;;;;;regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission;;
regulation of trans-synaptic signaling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099177;;;;;;;;;;;;;regulation of trans-synaptic signaling;;
regulation of translation at postsynapse, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099578;;;;;;;;;;;;;regulation of translation at postsynapse, modulating synaptic transmission;;
regulation of translation at presynapse, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099577;;;;;;;;;;;;;regulation of translation at presynapse, modulating synaptic transmission;;
regulation of translation at synapse, modulating synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099547;;;;;;;;;;;;;regulation of translation at synapse, modulating synaptic transmission;;
rhythmic excitation;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0043179;;;;;;;;;;;;;rhythmic excitation;;
rhythmic inhibition;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0043180;;;;;;;;;;;;;rhythmic inhibition;;
rhythmic synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060024;;;;;;;;;;;;;rhythmic synaptic transmission;;
sequestering of neurotransmitter;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0042137;;;;;;;;;;;;;sequestering of neurotransmitter;;
serotonin biosynthetic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0042427;;;;;;;;;;;;;serotonin biosynthetic process;;
serotonin catabolic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0042429;;;;;;;;;;;;;serotonin catabolic process;;
serotonin secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060096;;;;;;;;;;;;;serotonin secretion, neurotransmission;;
serotonin secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0001820;;;;;;;;;;;;;serotonin secretion;;
serotonin uptake;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051610;;;;;;;;;;;;;serotonin uptake;;
short-term synaptic potentiation ...;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1990926;;;;;;;;;;;;;short-term synaptic potentiation ...;;
spontaneous exocytosis of neurotransmitter;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048792;;;;;;;;;;;;;spontaneous exocytosis of neurotransmitter;;
spontaneous neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061669;;;;;;;;;;;;;spontaneous neurotransmitter secretion;;
stabilization of membrane potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0030322;;;;;;;;;;;;;stabilization of membrane potential;;
substance P secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1990793;;;;;;;;;;;;;substance P secretion, neurotransmission;;
synaptic vesicle targeting;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0016080;;;;;;;;;;;;;synaptic vesicle targeting;;
synchronous neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0071911;;;;;;;;;;;;;synchronous neurotransmitter secretion;;
taurine catabolic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0019529;;;;;;;;;;;;;taurine catabolic process;;
taurine metabolic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0019530;;;;;;;;;;;;;taurine metabolic process;;
termination of G protein-coupled receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0038032;;;;;;;;;;;;;termination of G protein-coupled receptor signaling pathway;;
transmission of nerve impulse;Class;GO-term;TVB-GO;;;;;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0019226;;;;;;;;;;;;;transmission of nerve impulse;;
voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099635;;;;;;;;;;;;;voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels;;
zinc potentiation of synaptic transmission, glycinergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060095;;;;;;;;;;;;;zinc potentiation of synaptic transmission, glycinergic;;
Vdot_G2D;Class;NMM_parameter;V_G2D;\dot{V};;;;;V_G2D	W_G2D;V_G2D;;;Global Connectivity	Noise	Local Connectivity;;;;;;;;;tau_G2D	f_G2D	I_G2D	alpha_G2D	e_G2D	d_G2D	gamma_G2D	g_G2D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"The state equation of the first state-variable V reads as follows:

For all node i,

Vdot_i = d_i * tau_i (-f_i V_i**3 + e_i V_i**2 + g_i V_i + alpha_i W_i + gamma_i I_i + gamma_i lrc_V + gamma src_V";;;;;Vdot_G2D;Vdot_G2D is the Time Derivative of the first state-variable, V_G2D, of the Generic 2-Dimensional Oscillator model with respect to time.;
Vdot_LB;Class;NMM_parameter;V_LB;\dot{V};;;;;Z_LB	V_LB	W_LB;V_LB;;;;;Q_V_LB	m_Na_LB	Q_Z_LB	m_Ca_LB;;;;;;;C_LB	V_Na_LB	g_Ca_LB	r_NMDA_LB	g_K_LB	I_LB	a_ee_LB	V_Ca_LB	g_L_LB	a_ne_LB	V_L_LB	g_Na_LB	a_ie_LB	V_K_LB;;;;;;;;;;;;;;;;;;;;;;;;;;;Vdot_LB;Derivative of the state-variable V_LB of the Larter-Breakspear with respect to time (Breakspear et al., 2003a, 2003b).;
Wdot_G2D;Class;NMM_parameter;W_G2D;\dot{W};;;;;W_G2D	V_G2D;W_G2D;;;;;;;;;;;;b_G2D	beta_G2D	d_G2D	c_G2D	a_G2D	tau_G2D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"The state equation of the second state-variable W reads as follows:

For all node i,

Wdot_i = d_i / tau_i (c_i V_i**2 + b_i V_i - beta_i W_i + a_i)";;;;;Wdot_G2D;Wdot_G2D is the Time Derivative of the second state-variable, W_G2D, of the Generic 2-Dimensional Oscillator model with respect to time.;
Wdot_LB;Class;NMM_parameter;W_LB;\dot{W};;;;;W_LB;W_LB;;;;;m_K_LB;;;;;;;tau_LB	Phi_LB;;;;;;;;;;;;;;;;;;;;;;;;;;;Wdot_LB;Derivative of the state-variable W_LB of the Larter-Breakspear with respect to time (Breakspear et al., 2003a, 2003b).;
Se_WC;Class;NMM_parameter;WilsonCowan;Se;;;;;;;x_e_WC;;;;;;;;;;;b_e_WC	a_e_WC	c_e_WC;;Edot_WC;;;;;;;;;;;;;;;;;;;;;;Sigmoid;Potential-to-rate operator;;Se_WC;Response function of excitatory subpopulation. Proportion of neurons receiving at least threshold excitation per unit time (Sanz-Leon et al., 2015).;
Si_WC;Class;NMM_parameter;WilsonCowan;Si;;;;;;;x_i_WC;;;;;;;;;;;c_i_WC	b_i_WC	a_i_WC;;Idot_WC;;;;;;;;;;;;;;;;;;;;;;Sigmoid;Potential-to-rate operator;;Si_WC;Response function of inhibitory subpopulation. Proportion of neurons receiving at least threshold excitation per unit time (Sanz-Leon et al., 2015).;
x_e_WC;Class;NMM_parameter;WilsonCowan;x_e;;Se_WC;;;I_WC	E_WC;;;;Local Connectivity	Global Connectivity;;;;;;;;;alpha_e_WC	c_ei_WC	P_WC	c_ee_WC	theta_e_WC;;;;;;;;;;;;;;;;;;;;;;;;;;;x_e_WC;Average level of excitation in excitatory neuron at time t. Can be interpreted as membrane potential (Sanz-Leon et al., 2015).;
x_i_WC;Class;NMM_parameter;WilsonCowan;x_i;;Si_WC;;;E_WC	I_WC;;;;Local Connectivity	Global Connectivity;;;;;;;;;Q_WC	c_ii_WC	theta_i_WC	c_ie_WC	alpha_i_WC;;;;;;;;;;;;;;;;;;;;;;;;;;;x_i_WC;Average level of excitation in inhibitory neuron at time t. Can be interpreted as membrane potential. (Sanz-Leon et al., 2015).;
x1dot_E5D;Class;NMM_parameter;x_1_E5D;\dot{x1};;;;;y_1_E5D	z_E5D;x_1_E5D;;;;;f_1_E5D;;;;;;;I_ext_1_E5D	tt_E5D	K_vf_E5D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"Equation of x1dot_E5D.

::math
\dot{x_{1}} &=& tt (y_{1} - f_{1}(x_{1}, x_{2}) - z + I_{ext1})";;;;;x1dot_E5D;Derivative of the state-variable x1_E5D of the Epileptor5D with respect to time.;
x2dot_E5D;Class;NMM_parameter;x_2_E5D;\dot{x2};;;;;z_E5D	y_2_E5D	x_2_E5D	g_E5D;x_2_E5D;;;;;;;;;;;;I_ext_2_E5D	K_f_E5D	tt_E5D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"Equation of x2dot_E5D.

::math
\dot{x_{2}} &=& tt (-y_{2} + x_{2} - x_{2}^{3} + I_{ext2} + 2 g(x_{1}) - 0.3 (z - 3.5))";;;;d(x2_E5D);x2dot_E5D;Derivative of the state-variable x2_E5D of the Epileptor5D with respect to time.;
xdot_E2D;Class;NMM_parameter;x_E2D;\dot{x};;;;;z_E2D	x_E2D;x_E2D;;;;;f_E2D;;;;;;;Iext_E2D	Kvf_E2D	tt_E2D	c_E2D;;;;;;;;;;;;;Time Derivative;;;;;;;;"(Proix et al., 2014) Proix, T.; Bartolomei, F; Chauvel, P; Bernard, C; Jirsa, V.K. Permittivity coupling across brain regions determines seizure recruitment in partial epilepsy. J Neurosci 2014, 34:15009-21.";"Equations of xdot_E5D.

math::
\dot{x} &=&tt ( c - f(x) - z + I_{ext})";;;;d(x_E2D);xdot_E2D;Derivative of the first state-variable x_E5D in Epileptor2D.;
xdot_GL;Class;NMM_parameter;x_GL;\dot{x};;;;;x_GL;;;;Global Connectivity	Noise	Local Connectivity;;;;;;;;;gamma_GL;;;;;;;;;;;;;;;;;;;;;;"::math

\dot{x} &=& \gamma \, x + lrc + src";;;;;xdot_GL;;
xdot_HOP;Class;NMM_parameter;x_HOP;\dot{x};;;;;x_HOP;x_HOP;;;Global Connectivity;;;;;;;;;tau_x_HOP;;;;;;;;;;;;;;;;;;;;;;;;;;d(x_i_HOP);xdot_HOP;;
xdot_SUPH;Class;NMM_parameter;x_SUPH;\dot{x};;;;;y_SUPH	x_SUPH;;;;Global Connectivity	Noise	Local Connectivity;;;;;;x_SUPH;;;a_SUPH	omega_SUPH;;;;;;;;;;;;;Time Derivative;;;;;;;;;"The state equation of the first state-variable x reads as follows:

For all node i,

xdot_i = (a_i – x_i ** 2 –  y_i ** 2) x_i – omega_i * y_i + lrc_x + src_x";;;;;xdot_SUPH;Derivative of the first state-variable, x_SUPH, of the Supercritical Hopf model with respect to time.;
cub(xi_i_SJ2D);Class;NMM_parameter;xi_i_SJ2D;\xi_i^3;;;;;;;;;;;;;;;xidot_i_SJ2D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cub(xi_i_SJ2D);The cube of xi_i_SJ2D;
xidot_i_SJ2D;Class;NMM_parameter;xi_i_SJ2D;\dot{\xi}_i;;;;;xi_i_SJ2D	eta_i_SJ2D	cub(xi_i_SJ2D);xi_i_SJ2D;;;Global Connectivity	Local Connectivity;;sum(product(setOf(B_ik_SJ2D),setOf(alpha_k_SJ2D)))	sum(product(setOf(A_ik_SJ2D),setOf(xi_k_SJ2D)));;;;;;;c_SJ2D	e_i_SJ2D	K_12_SJ2D	IE_i_SJ2D	K_11_SJ2D;;;;;;;;;;;;;;;;;;;;;;c * (xi_i - e_i * xi_i ** 3 / 3.0 - eta_i) + K_11 * (sum(product(setOf(A_ik),setOf(xi_k)) - xi_i) - K_12 * (sum(product(setOf(B_ik),setOf(alpha_k)) - xi_i) + c * (IE_i + lrc + src));;;;d(xi_i_SJ2D);xidot_i_SJ2D;derivative of xi_i_SJ2D by time.;
cub(xi_i_SJ3D);Class;NMM_parameter;xi_i_SJ3D;\xi_i^3;;;;;;;;;;;;;;;xidot_i_SJ3D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cub(xi_i_SJ3D);The cube of xi_i_SJ3D;
sq(xi_i_SJ3D);Class;NMM_parameter;xi_i_SJ3D;\sqrt{\xi_i};;;;;;;;;;;;;;;xidot_i_SJ3D	etadot_i_SJ3D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sq(xi_i_SJ3D);The square of xi_i_SJ3D;
xidot_i_SJ3D;Class;NMM_parameter;xi_i_SJ3D;\dot{\xi}_i;;;;;tau_i_SJ3D	cub(xi_i_SJ3D)	sq(xi_i_SJ3D)	eta_i_SJ3D	xi_i_SJ3D;;;;Local Connectivity	Global Connectivity;;sum(product(setOf(B_ik_SJ3D),setOf(alpha_k_SJ3D)))	sum(product(setOf(A_ik_SJ3D),setOf(xi_k_SJ3D)));;;;;;;K_12_SJ3D	b_i_SJ3D	K_11_SJ3D	IE_i_SJ3D	a_i_SJ3D;;;;;;;;;;;;;;;;;;;;;;(eta_i - a_i * xi_i ** 3 + b_i * xi_i ** 2 - tau_i + K11 * (numpy.dot(xi_k, A_ik) - xi_i) - K12 * (numpy.dot(alpha_k, B_ik) - xi_i) + IE_i + lrc + src);;;;d(xi_i_SJ3D);xidot_i_SJ3D;Derivative of xi_i_SJ3D by time;
y1dot_E5D;Class;NMM_parameter;y_1_E5D;\dot{y1};;;;;x_1_E5D	y_1_E5D;y_1_E5D;;;;;;;;;;;;d_1_E5D	c_1_E5D	tt_E5D	tau_1_E5D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"Equation of y1dot_E5D.

::math
 \dot{y_{1}} &=& tt (1 / \tau_{1} (c - d x_{1}^{2} - y{1}))";;;;d(y1_E5D);y1dot_E5D;Derivative of the state-variable y1_E5D of the Epileptor5D with respect to time.;
y2dot_E5D;Class;NMM_parameter;y_2_E5D;\dot{y2};;;;;y_2_E5D;y_2_E5D;;;;;f_2_E5D;;;;;;;tt_E5D	tau_2_E5D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"Equation of y2dot_E5D.

::math
 \dot{y_{2}} &=& tt (1 / \tau_{2} (-y_{2} + f_{2}(x_{2})))";;;;;y2dot_E5D;Derivative of the state-variable y2_E5D of the Epileptor5D with respect to time.;
